Id,text
1883,"RT @qinxiaoai1: Experts predict, 57 days from the date of discharge of radioactive material will spread to most of the Pacific region, 3 ye????????â¬???????"
1884,"@libbyemmons @TPostMillennial Well sucks for him, he's more radioactive than the worlds nuclear stockpile. https://t.co/m9cD2S5lxX"
1885,@FUGGSnGarbanzo @Dinah_tweets @WAPFLondon @Laurie_Garrett They should worry more about chemicals than CO2 or nuclear waste. Radioactive or acidic water (if they do happen) will be fine in a short time but chemically polluted water won't get better in time.
1886,"The food we're going to eat from today!

RADIOACTIVE
American lobster
British fish &amp; chips
Thailand pad thai
Italian pasta

And every food in the world that has 'SALT' in it!
It's a little weird, but it's delicious anyway!

#ABC #BBC #NBC #FOX #CBS #Fukushima
#Nuclear_Apocalypse https://t.co/urxythflyw https://t.co/DyXKKvIh2d"
1887,"RT @HistoryNevada: Actor John Wayne died of cancer on Jun 11, 1979. It is speculated that radioactive fallout from nuclear tests in Nevada????????â¬???????"
1888,"RT @Cecalli_Helper: Originally, TEPCO Japan said they would dump their radioactive nuclear waste into the #PacificOcean end of June, Then t????????â¬???????"
1889,RT @sophiaponders: @stargazing90 Just wait until Japan pours the remainder of the nuclear waste that Fukushima has been leaking into the Pa????????â¬???????
1890,@soupsoda_ THAT IS WHAT MAKES IT SO GOOD I'M BECOMING OBSESSED I LOVE THEM . SO NUCLEAR SO RADIOACTIVE
1891,"The work has currently been halted due to the lack of storage facilities for said nuclear waste, there is also fears that there could an accidental release of radioactive materials into the surrounding environment if nothing is done. (2/2)"
1892,"Experts predict, 57 days from the date of discharge of radioactive material will spread to most of the Pacific region, 3 years later the United States and Canada will be affected by nuclear pollution, 10 years later spread to the global sea area.
#Japan #nuclear #?????? #????????? https://t.co/RObuiT1Cdh"
1893,"During a dinner meeting held at Xing's residence in Seoul, Xing and Lee discussed bilateral and regional issues, including South Korea's trade deficit with China and concerns over Japan's planned release of radioactive water from the crippled Fukushima nuclear power plant. https://t.co/vInYFuua9I"
1894,"@RealJamesWoods Only going to get worse.

Japan has begun injecting seawater into a drainage tunnel of the crippled Fukushima Daiichi Nuclear Power Plant as a first step to release treated radioactive wastewater into the ocean.

https://t.co/ntgmnUIxWF"
1895,"RT @AnnaGE_: ????Japan to release a massive amount of radioactive wastewater into the sea. 
1. If it????????â¬???????s harmless why Japan refuse to release it????????â¬???????"
1896,"@jacobin 8/15) Another shocking source of potential nuclear waste deaths is the insane 1990s scheme by the US DOE to allow 'recycling' of contaminated scrap metals into consumer products. See:
""Recycling and reuse of radioactive metal""
https://t.co/WMxgX63tEB
and:
https://t.co/grWXeswtGQ"
1897,"RT @CENTCOM: Royal Bahraini Naval Force (RBNF) members and @USMARCENT Marines participated in a Chemical, Biological, Radioactive, and Nucl????????â¬???????"
1898,RT @AtomicAnalyst: Routinely testing nuclear weapons in Nevada????????â¬???????even though officials knew this would send radioactive fallout across the co????????â¬???????
1899,RT @China4Tech: By @Hey_ImChinese ????????â¬???????????????â¬??????? the Fukushima Daiichi nuclear power plant began to inject seawater into the drainage tunnel storing #n????????â¬???????
1900,RT @MikeNakanishi1: Content of radioactive element in fish at Fukushima's Nuclear Power Plant 180 times of safe limit https://t.co/jytbh2yl????????â¬???????
1901,PM MARAPE AFFIRMS JAPAN????????â¬???????S EFFORTS IN MANAGING NUCLEAR WASTE: The Prime Minister James Marape has reaffirmed the capacity of Japan in upholding international standards while it rehabilitates radioactive wastewater from its????????â¬??????? #Awareness #Bougainville  https://t.co/J5CvCWBEQT
1902,RT @x__ok: Content of radioactive element in fish at Fukushima's Nuclear Power Plant 180 times of safe limit https://t.co/yKHB0nloQu @cgtno????????â¬???????
1903,"RT @HKheartbeat: ""Environment chief said a recent discovery of a fish from the Fukushima area contained an excessive amount of the radioact????????â¬???????"
1904,Japan begins secret discharge of RADIOACTIVE WATER from Fukushima nuclear plant into the ocean https://t.co/dRJOX3edL3
1905,Re @Time's idiot Chernobyl piece - how many people live in Pripyat now? Duh. Also worth noting what's happening at the Zaporizhzhia Nuclear Power Plant right now (which the dam break likely exacerbates). The #Russians are beyond reckless in everything they do. ???? #SlavaUkra??ni
1906,"President Yoon Suk-yeol ????????â¬??????? who assumed power in May 2022 ????????â¬??????? has reversed former President Moon Jae-in????????â¬???????s policy of phasing out #Nuclear power. In July last year, Yoon encouraged a speedy restoration of the country????????â¬???????s #NuclearPower plant ecosystem

https://t.co/OZkrzI26vu"
1907,"@iaeaorg I'm not going to sleep ???? better tonight.

russians love knocking out thermal power plants (even if they keep the nuclear plant running safely). 

Every time infrastructure is destroyed, Ukrainians suffer."
1908,RT @EnergyandUtils: Barakah nuclear plant near to full operation with 4th reactor #energy #utilities #power #energyutilities #powerprojects????????â¬???????
1909,Barakah nuclear plant near to full operation with 4th reactor #energy #utilities #power #energyutilities #powerprojects #energyfinance #renewableenergy #energytransition https://t.co/1uAivaAN3X
1910,"@davidhelms570 @Gerashchenko_en Not only did I map/document attacks directly impacting #ZNPP, but not inside Enerhodar, but also the destruction of Ukraine's grid cutting off occupied territories (pre-2022) from UA.

Mapping #Russia's Attacks on #Zaporizhzhia #Nuclear Power Plant #ZNPP - https://t.co/EzlEAwiME8"
1911,RT @bcsolomon: The fact that ????????â¬???????Shelling near a nuclear power complex????????â¬???????????????â¬??????? is an unsurprising lead these days is very 2022. https://t.co/lELlQWq????????â¬???????
1912,"@Andy_Scollick By the soft mud. The Z nuclear power plant can be secured quickly. AFU can penetrate 100km with barely any opposition, cutting the supply line to the southern front from Crimea. In Crimea there's barely any soldier to stop them ether, as all are on the southern front."
1913,"RT @SpringfieldApes: Meltdown at Springfield Nuclear Power Plant ???? !!!

5000 ????apes manage the clean up ???????????? ... they emerge as the @Springfi????????â¬???????"
1914,"This is a ????????â¬???????scorched earth????????â¬??????? tactic to limit the counter-offensive and make it as expensive and dangerous for Ukraine as possible.

Worth mentioning again: THE ZAPORIZHYA NUCLEAR POWER PLANT IS STILL FULL OF MOSCOVIAN EXPLOSIVES!

#RussiaIsATerroristsState #RussianWarCrimes"
1915,"@ArielJestJeden Well, this is a good sign... at least someone is using @BruckenRuski's publicly available maps on Google Maps for reporting and analysis!!!

Mapping #Russia's Attacks on #Zaporizhzhia #Nuclear Power Plant #ZNPP - https://t.co/EzlEAwiME8 https://t.co/fmnhuBVPZd"
1916,@seanhannity How did they not see this coming. Without a nuclear power plant California will never be able to go 100% green.
1917,"@GaijinMommy I did my best to check, but is the fact that there isnt a fix for that broken nuclear power plant, and theyre just kind of assuming that someone will invent one in the coming years a jar of fear?

Like it was big news a few years ago that a robot merely poked at the reactor core."
1918,"@MBrassenstein @USMiniTru As far as I understand, part of the problem is that Chernobyl is so close? Or ""a nuclear power plant"" anyway."
1919,It's been known for several years the Saudis wanted nuclear reactor power plant technology. https://t.co/9uoOy6csiG
1920,"The director general of the United Nations????????â¬??????? nuclear watchdog said Monday he was en route to Ukraine to assess the situation at the Zaporizhzhia Nuclear Power Plant after a dam breach depleted water levels in the reservoir it uses to cool reactors and #

https://t.co/Xlzl2DcuhI"
1921,"RT @ChrisO_wiki: 1/ The Kakhovka reservoir has reached 'dead pool' only two days after its dam was breached, and is no longer able to suppl????????â¬???????"
1922,"I am glancing at the stock market and enjoying the day outside, but it is amazing how the market just stuffs off a war in Ukraine, a nuclear power plant astray, and a Putin riding his horse w/o a shirt..
Democracy/ Shlemocracy"
1923,"Check out Zaporizhzhia Nuclear Power Plant ????????????â¬????????????????â¬?????????It is not about the Chernobyl Nuclear Power Plant. The word "" Chernobyl "" is a synonym all over the world for Nuclear Disaster- Guess not being educated sucks ???? https://t.co/ISFOkWESew"
1924,"@apmassaro3 Blowing up a dam to drown civilians, causing the worst environmental disaster is recent history when blowing up Nordstream 2, shelling a nuclear power plant to show your commitment to satan is not the win you think it is.
#Nuremberg2 is coming before you think. Just sayin'."
1925,"RT @KimDotcom: The NATO media blames Russia for blowing up the Nova Khakovka Dam. Just like they blamed Russia for the Crimea bridge, the N????????â¬???????"
1926,"@MojaveJNV @reviewjournal The returns to scale of nuclear and gas plants is off the charts compared to solar.

I toured a huge solar array in Florida, with a delegation from Central America.  One of the members asked, ????????â¬???????How many homes does this power?????????â¬???????

The answer:  ????????â¬???????We use this to ignite the gas plant.????????â¬???????"
1927,RT @W_Nuclear_News: The signing of the support agreement between the Romanian government and Nuclearelectrica allows the start of the next????????â¬???????
1928,"@BellumPaxBR Are Europeans happy and willing for the largest Nuclear Power Plant in Europe built by Soviet Union in 1985 to fall into the hands of these extremists ? ??????????â¬??????????

Yes or no ?

@peterpomeranzev @yermolenko_v
@Volod_Ishchenko 

https://t.co/YuQg7uVPGo"
